City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Ballina,AU,2020-10-30 16:21:02,-28.87,153.57,73.4,83,75,13.87
306,Somerset West,ZA,2020-10-30 16:21:02,-34.08,18.82,63.0,59,0,27.51
307,Batagay-Alyta,RU,2020-10-30 16:20:55,67.8,130.41,4.48,93,100,1.57
308,Bardiyah,LY,2020-10-30 16:21:02,31.76,25.09,69.44,69,2,15.14
309,Atambua,ID,2020-10-30 16:21:02,-9.11,124.89,76.26,79,75,3.71
310,Cotonou,BJ,2020-10-30 16:21:02,6.37,2.42,87.8,70,20,8.05
311,Imbituba,BR,2020-10-30 16:21:02,-28.24,-48.67,69.8,56,40,18.34
312,Penukonda,IN,2020-10-30 16:21:02,14.08,77.58,73.18,64,33,3.62
313,Churapcha,RU,2020-10-30 16:21:02,62.0,132.43,-10.91,90,66,2.64
314,Watrous,CA,2020-10-30 16:21:03,51.67,-105.47,35.33,87,100,18.1
315,Huai Yot,TH,2020-10-30 16:21:03,7.79,99.63,76.37,88,52,0.4
316,Angoche,MZ,2020-10-30 16:21:03,-16.23,39.91,80.42,71,0,11.54
317,Corigliano Calabro,IT,2020-10-30 16:21:03,39.59,16.52,63.0,79,80,1.01
318,Kunming,CN,2020-10-30 16:21:03,25.04,102.72,63.0,100,75,6.71
319,Haines Junction,CA,2020-10-30 16:21:03,60.75,-137.51,20.03,93,100,4.52
320,Todos Santos,MX,2020-10-30 16:21:03,23.45,-110.22,77.0,67,99,3.0
321,The Valley,AI,2020-10-30 16:21:03,18.22,-63.06,87.8,70,40,20.8
322,Wanaka,NZ,2020-10-30 16:21:03,-44.7,169.15,52.86,82,100,5.61
323,Dangriga,BZ,2020-10-30 16:21:03,16.97,-88.23,87.01,83,20,4.7
324,Liuhe,CN,2020-10-30 16:21:04,42.24,125.72,37.49,71,99,6.78
325,San Patricio,US,2020-10-30 16:20:15,28.02,-97.52,63.0,62,20,10.29
326,Urumqi,CN,2020-10-30 16:21:04,43.8,87.6,39.2,60,0,2.24
327,Sobolevo,RU,2020-10-30 16:21:04,54.43,31.9,47.25,96,100,4.36
328,Karlovac,HR,2020-10-30 16:21:04,45.49,15.55,54.0,93,93,1.61
329,Caravelas,BR,2020-10-30 16:21:04,-17.71,-39.25,83.97,60,16,12.57
330,Zhigalovo,RU,2020-10-30 16:21:04,54.81,105.16,20.89,92,90,1.79
331,Ancud,CL,2020-10-30 16:21:04,-41.87,-73.82,61.0,71,0,11.41
332,Souillac,MU,2020-10-30 16:21:04,-20.52,57.52,69.8,52,75,14.99
333,Barcelos,PT,2020-10-30 16:16:37,41.54,-8.62,68.0,68,0,5.82
334,Umm Kaddadah,SD,2020-10-30 16:21:04,13.6,26.69,93.13,15,0,7.63
335,The Pas,CA,2020-10-30 16:21:05,53.83,-101.25,22.5,94,96,7.05
336,Vila Franca Do Campo,PT,2020-10-30 16:21:05,37.72,-25.43,69.8,94,75,16.11
337,Alekseyevsk,RU,2020-10-30 16:21:05,57.84,108.35,21.79,96,97,3.11
338,Severo-Yeniseyskiy,RU,2020-10-30 16:21:05,60.37,93.04,-0.09,94,26,0.96
339,Tsabong,BW,2020-10-30 16:21:05,-26.02,22.4,92.55,16,83,9.71
340,Kharp,RU,2020-10-30 16:21:05,66.8,65.81,35.29,94,100,5.17
341,Charters Towers,AU,2020-10-30 16:21:05,-20.1,146.27,71.73,77,0,9.86
342,Salalah,OM,2020-10-30 16:21:05,17.02,54.09,82.4,58,0,4.7
343,Port Elizabeth,ZA,2020-10-30 16:16:55,-33.92,25.57,62.6,55,0,6.93
344,Hilton Head Island,US,2020-10-30 16:21:06,32.22,-80.75,66.99,59,1,10.29
345,Twin Falls,US,2020-10-30 16:21:06,42.35,-114.64,53.6,32,1,3.36
346,San Juan,AR,2020-10-30 16:18:32,-31.54,-68.54,73.24,20,0,3.85
347,Barmer,IN,2020-10-30 16:17:50,25.75,71.38,78.46,17,0,3.24
348,Inuvik,CA,2020-10-30 16:17:06,68.35,-133.72,1.62,92,47,7.31
349,Stokmarknes,NO,2020-10-30 16:21:06,68.56,14.91,35.6,59,20,10.29
350,Kangaatsiaq,GL,2020-10-30 16:21:06,68.31,-53.46,26.62,92,100,2.48
351,Kosjeric,RS,2020-10-30 16:21:06,44.0,19.91,48.2,76,0,2.24
352,Ushtobe,KZ,2020-10-30 16:21:06,45.25,77.98,40.71,64,0,7.92
353,Sao Miguel,BR,2020-10-30 16:21:06,-5.47,-35.37,87.8,55,40,14.99
354,Jalu,LY,2020-10-30 16:21:06,29.03,21.55,72.88,46,0,9.98
355,Vardo,NO,2020-10-30 16:21:07,70.37,31.11,32.0,84,75,14.99
356,Saint Anthony,US,2020-10-30 16:21:07,45.02,-93.22,39.2,69,90,4.7
357,Barra Do Garcas,BR,2020-10-30 16:19:57,-15.89,-52.26,87.8,62,40,2.28
358,Goundam,ML,2020-10-30 16:21:07,16.41,-3.67,98.02,8,1,12.71
359,Cardston,CA,2020-10-30 16:16:41,49.2,-113.3,46.0,67,47,21.99
360,Abonnema,NG,2020-10-30 16:21:07,4.71,6.79,87.8,70,75,9.17
361,Mayo,US,2020-10-30 16:21:07,38.89,-76.51,51.8,81,90,14.99
362,San Quintin,MX,2020-10-30 16:21:07,30.48,-115.95,70.43,39,64,1.59
363,Usinsk,RU,2020-10-30 16:21:07,65.99,57.53,38.43,96,100,17.36
364,Zhezkazgan,KZ,2020-10-30 16:21:07,47.8,67.71,41.25,60,0,8.34
365,Ikornnes,NO,2020-10-30 16:21:07,62.39,6.56,51.8,76,75,4.7
366,San Luis,AR,2020-10-30 16:21:07,-33.3,-66.34,72.81,22,0,11.14
367,Fortuna,US,2020-10-30 16:21:08,40.6,-124.16,42.8,93,1,6.93
368,Altay,CN,2020-10-30 16:21:08,47.87,88.12,25.02,88,95,3.49
369,Katsuura,JP,2020-10-30 16:21:08,35.13,140.3,55.4,54,0,19.46
370,Tynda,RU,2020-10-30 16:21:08,55.17,124.72,10.99,94,11,2.46
371,Benjamin Constant,BR,2020-10-30 16:21:08,-4.38,-70.03,87.8,70,40,3.85
372,Margate,GB,2020-10-30 16:21:08,51.38,1.39,60.01,84,92,5.01
373,Tay Ninh,VN,2020-10-30 16:21:08,11.3,106.1,77.41,90,91,6.04
374,Port Blair,IN,2020-10-30 16:21:09,11.67,92.75,81.0,83,85,9.28
375,Bauru,BR,2020-10-30 16:21:09,-22.31,-49.06,78.42,62,77,14.72
376,Sangar,RU,2020-10-30 16:21:09,63.92,127.47,-10.66,88,11,1.68
377,Cosala,MX,2020-10-30 16:21:09,24.41,-106.69,79.39,37,100,1.3
378,Tripoli,LY,2020-10-30 16:19:10,32.88,13.19,70.25,66,7,14.79
379,Auerbach,DE,2020-10-30 16:21:09,50.52,12.4,53.01,98,95,15.99
380,Kinkala,CG,2020-10-30 16:21:09,-4.36,14.76,84.2,66,40,5.82
381,Coahuayana,MX,2020-10-30 16:20:03,18.73,-103.68,75.2,73,75,1.16
382,Farmington,US,2020-10-30 16:18:59,36.73,-108.22,41.0,48,1,5.82
383,Marzuq,YE,2020-10-30 16:21:09,14.4,46.47,71.85,50,0,4.03
384,Ariquemes,BR,2020-10-30 16:19:15,-9.91,-63.04,90.81,50,99,6.8
385,Svetlaya,RU,2020-10-30 16:21:09,46.54,138.33,38.37,76,40,6.31
386,Turayf,SA,2020-10-30 16:16:47,31.67,38.66,80.6,18,0,4.7
387,Monteagudo,BO,2020-10-30 16:21:10,-19.82,-63.98,73.4,31,75,4.7
388,Lere,NG,2020-10-30 16:21:10,10.39,8.57,86.47,30,24,5.14
389,Namibe,AO,2020-10-30 16:21:10,-15.2,12.15,74.19,73,6,10.49
390,Hoquiam,US,2020-10-30 16:21:10,46.98,-123.89,53.6,81,90,11.41
391,Itacoatiara,BR,2020-10-30 16:21:10,-3.14,-58.44,92.17,56,87,2.21
392,Shimoda,JP,2020-10-30 16:21:10,34.67,138.95,46.0,84,1,10.47
393,Kastamonu,TR,2020-10-30 16:21:10,41.5,33.67,54.39,76,93,1.9
394,Mount Isa,AU,2020-10-30 16:21:10,-20.73,139.5,73.4,13,0,14.99
395,Tshane,BW,2020-10-30 16:21:10,-24.02,21.87,89.62,21,85,8.08
396,Vestmannaeyjar,IS,2020-10-30 16:21:11,63.44,-20.27,42.8,87,75,26.4
397,Vao,NC,2020-10-30 16:21:11,-22.67,167.48,73.31,84,29,12.75
398,Nakatunguru,TZ,2020-10-30 16:21:11,-2.12,33.07,74.05,67,67,11.14
399,Jaynagar-Majilpur,IN,2020-10-30 16:21:11,22.18,88.42,82.4,74,20,5.82
400,Kuusamo,FI,2020-10-30 16:21:11,65.97,29.18,28.4,86,75,5.82
401,Pombia,IT,2020-10-30 16:21:11,45.65,8.63,64.4,68,0,4.7
402,Norden,DE,2020-10-30 16:21:11,53.6,7.2,57.0,91,100,7.0
403,Baldeo,IN,2020-10-30 16:21:11,27.42,77.82,73.09,21,0,3.87
404,Darhan,MN,2020-10-30 16:21:12,49.49,105.92,29.93,94,76,3.44
405,Ilulissat,GL,2020-10-30 16:21:12,69.22,-51.1,17.6,67,75,3.36
406,Hearst,CA,2020-10-30 16:21:12,49.68,-83.67,25.63,80,2,5.44
407,Fonte Boa,BR,2020-10-30 16:21:12,-2.5,-66.27,94.89,47,7,3.96
408,Rawson,AR,2020-10-30 16:21:12,-43.3,-65.1,69.84,23,2,6.4
409,Laguna,US,2020-10-30 16:21:12,38.42,-121.42,54.0,76,1,3.91
410,Kassala,SD,2020-10-30 16:21:12,15.45,36.4,91.2,18,7,4.52
411,Zapolyarnyy,RU,2020-10-30 16:21:12,69.42,30.81,30.2,86,40,13.87
412,Orbetello,IT,2020-10-30 16:21:12,42.44,11.22,66.2,72,20,8.05
413,Staryy Nadym,RU,2020-10-30 16:21:12,65.61,72.68,26.26,98,95,8.68
414,Fresnillo,MX,2020-10-30 16:16:43,23.17,-102.88,56.73,50,0,5.48
415,Galle,LK,2020-10-30 16:21:12,6.04,80.22,80.11,82,49,8.75
416,Palembang,ID,2020-10-30 16:21:13,-2.92,104.75,77.27,86,97,2.68
417,Kpandae,GH,2020-10-30 16:21:13,8.47,-0.01,93.79,35,73,3.24
418,Rio Casca,BR,2020-10-30 16:21:13,-20.23,-42.65,78.55,79,92,8.03
419,Kayes,ML,2020-10-30 16:21:13,14.0,-11.0,104.0,16,0,6.93
420,Saint-Georges,GD,2020-10-30 16:21:13,12.06,-61.75,86.0,74,20,23.04
421,Ponta Do Sol,PT,2020-10-30 16:21:13,32.67,-17.1,75.2,64,20,23.04
422,Qaqortoq,GL,2020-10-30 16:21:13,60.72,-46.03,30.2,63,75,2.24
423,Touros,BR,2020-10-30 16:21:13,-5.2,-35.46,87.8,55,40,14.99
424,Nara,JP,2020-10-30 16:21:13,34.69,135.8,51.01,72,1,2.93
425,Doha,QA,2020-10-30 16:18:51,25.29,51.53,86.0,62,0,6.93
426,Teahupoo,PF,2020-10-30 16:21:13,-17.83,-149.27,75.2,88,20,2.24
427,Dunedin,NZ,2020-10-30 16:21:13,-45.87,170.5,64.0,57,100,4.59
428,Fort Nelson,CA,2020-10-30 16:20:01,58.81,-122.7,20.16,96,100,10.13
429,Viedma,AR,2020-10-30 16:21:13,-40.81,-63.0,78.01,20,0,8.99
430,Cesvaine,LV,2020-10-30 16:21:14,56.97,26.32,47.05,92,100,2.19
431,Westport,US,2020-10-30 16:16:17,41.14,-73.36,37.99,86,90,16.11
432,Chapais,CA,2020-10-30 16:21:14,49.78,-74.85,21.34,92,30,3.47
433,Sohag,EG,2020-10-30 16:21:14,26.56,31.69,86.0,40,0,8.05
434,Moerai,PF,2020-10-30 16:21:14,-22.43,-151.33,70.43,87,100,19.44
435,Batagay,RU,2020-10-30 16:21:14,67.63,134.63,-1.66,92,100,2.51
436,Camalu,MX,2020-10-30 16:21:14,30.85,-116.07,70.45,35,21,1.43
437,Saiha,IN,2020-10-30 16:21:14,22.48,92.97,71.15,86,96,2.84
438,Bose,IT,2020-10-30 16:21:14,45.46,8.01,61.0,72,100,1.19
439,Korla,CN,2020-10-30 16:21:15,41.76,86.15,39.99,77,1,3.4
440,Zykovo,RU,2020-10-30 16:21:15,55.95,93.15,30.2,92,75,11.18
441,Ketchikan,US,2020-10-30 16:21:15,55.34,-131.65,44.6,75,40,8.05
442,Lazaro Cardenas,MX,2020-10-30 16:21:15,17.96,-102.2,81.48,69,97,3.13
443,Humberto De Campos,BR,2020-10-30 16:21:15,-2.6,-43.46,90.55,51,96,12.12
444,Santa Lucia,ES,2020-10-30 16:21:15,27.91,-15.54,77.0,44,0,8.05
445,Mayor Pablo Lagerenza,PY,2020-10-30 16:21:15,-19.93,-60.77,81.34,31,76,12.55
446,Tamworth,GB,2020-10-30 16:18:49,52.63,-1.7,60.8,82,40,5.82
447,Waitati,NZ,2020-10-30 16:21:15,-45.75,170.57,64.0,60,100,3.0
448,Saint-Pierre,RE,2020-10-30 16:21:15,-21.34,55.48,68.0,64,20,14.99
449,Vila Velha,BR,2020-10-30 16:21:15,-20.33,-40.29,82.4,74,75,14.99
450,Tilichiki,RU,2020-10-30 16:21:15,60.47,166.1,26.89,100,83,2.1
451,Ottawa,CA,2020-10-30 16:18:19,45.41,-75.7,37.0,77,100,8.23
452,Swan Hill,AU,2020-10-30 16:21:16,-35.34,143.55,54.14,87,6,12.21
453,Petropavlovsk-Kamchatskiy,RU,2020-10-30 16:21:07,53.05,158.65,35.6,100,75,4.47
454,Palmer,US,2020-10-30 16:21:16,42.16,-72.33,34.0,98,90,5.82
455,Huarmey,PE,2020-10-30 16:21:16,-10.07,-78.15,68.79,68,93,8.23
456,Curvelo,BR,2020-10-30 16:21:16,-18.76,-44.43,84.9,56,40,7.92
457,Sao Joao Da Barra,BR,2020-10-30 16:21:16,-21.64,-41.05,82.4,74,75,2.24
458,Rio Gallegos,AR,2020-10-30 16:21:16,-51.62,-69.22,59.0,41,75,32.21
459,Faya,SA,2020-10-30 16:21:04,18.39,42.45,68.0,63,20,8.05
460,Hvide Sande,DK,2020-10-30 16:21:16,56.0,8.13,55.4,100,75,8.05
461,Krasnoarmeysk,RU,2020-10-30 16:21:17,51.02,45.7,44.01,66,100,10.0
462,Francisco Morato,BR,2020-10-30 16:21:17,-23.28,-46.75,64.4,88,75,8.05
463,Singkang,MY,2020-10-30 16:21:17,2.1,102.8,82.4,83,20,3.36
464,Nyurba,RU,2020-10-30 16:21:17,63.28,118.33,-1.59,92,94,4.36
465,Severobaykalsk,RU,2020-10-30 16:21:17,55.65,109.32,23.65,86,39,7.16
466,Hovd,MN,2020-10-30 16:21:17,48.01,91.64,30.11,80,90,4.03
467,Mamakan,RU,2020-10-30 16:21:17,57.82,114.0,23.31,93,100,1.63
468,Axim,GH,2020-10-30 16:21:17,4.87,-2.24,82.98,72,30,6.64
469,Aranda De Duero,ES,2020-10-30 16:21:18,41.67,-3.69,64.35,35,0,3.11
470,Boende,CD,2020-10-30 16:21:18,-0.22,20.87,76.48,90,39,2.75
471,Valparaiso,CL,2020-10-30 16:21:18,-33.04,-71.63,57.2,82,0,5.82
472,Victoria,HK,2020-10-30 16:19:42,22.29,114.16,75.0,77,56,1.99
473,Ahuimanu,US,2020-10-30 16:21:18,21.44,-157.84,73.4,73,40,6.02
474,Kinshasa,CD,2020-10-30 16:21:18,-4.32,15.32,84.2,66,40,5.82
475,Tecoanapa,MX,2020-10-30 16:21:18,16.52,-98.75,84.88,63,47,3.29
476,Leshukonskoye,RU,2020-10-30 16:21:18,64.9,45.76,40.93,88,83,7.9
477,Beringovskiy,RU,2020-10-30 16:21:05,63.05,179.32,25.88,82,0,7.65
478,Mollendo,PE,2020-10-30 16:21:18,-17.02,-72.01,67.57,64,50,9.57
479,Cherskiy,RU,2020-10-30 16:21:18,68.75,161.3,4.59,92,100,4.79
480,Pamplona,ES,2020-10-30 16:21:18,42.82,-1.64,66.2,59,0,3.36
481,Tura,IN,2020-10-30 16:20:09,25.52,90.22,72.66,82,0,4.54
482,Cap Malheureux,MU,2020-10-30 16:21:18,-19.98,57.61,69.01,53,0,5.99
483,Bonfim,BR,2020-10-30 16:21:18,3.08,-59.95,89.6,66,40,13.87
484,Nsanje,MW,2020-10-30 16:21:19,-16.92,35.26,93.36,26,46,7.72
485,Merauke,ID,2020-10-30 16:21:19,-8.47,140.33,78.98,80,13,10.49
486,Goure,NE,2020-10-30 16:21:19,13.98,10.27,91.0,17,4,5.01
487,Dalvik,IS,2020-10-30 16:21:19,65.97,-18.53,41.0,86,90,8.05
488,Budogoshch,RU,2020-10-30 16:21:19,59.28,32.47,46.35,96,100,1.92
489,Miles City,US,2020-10-30 16:21:19,46.41,-105.84,37.4,86,1,13.87
490,Kaputa,ZM,2020-10-30 16:21:19,-8.47,29.66,81.63,48,82,2.8
491,Matara,LK,2020-10-30 16:21:19,5.95,80.54,78.93,83,54,8.3
492,Linfen,CN,2020-10-30 16:21:20,36.09,111.52,57.09,66,97,5.84
493,Teguise,ES,2020-10-30 16:21:20,29.06,-13.56,78.8,44,0,9.17
494,Pahrump,US,2020-10-30 16:19:47,36.21,-115.98,66.99,21,1,2.64
495,Baghdad,IQ,2020-10-30 16:19:46,33.34,44.4,77.0,25,0,3.36
496,Yulara,AU,2020-10-30 16:21:20,-25.24,130.99,62.6,25,73,5.82
497,Tambovka,RU,2020-10-30 16:21:20,50.1,128.05,35.6,69,0,8.95
498,Bonavista,CA,2020-10-30 16:21:20,48.65,-53.11,37.0,57,52,11.99
499,Tual,ID,2020-10-30 16:21:20,-5.67,132.75,83.05,74,26,9.8
500,Midland,US,2020-10-30 16:16:35,32.0,-102.08,55.4,47,1,6.93
501,Dowa,MW,2020-10-30 16:21:20,-13.65,33.94,73.0,43,37,5.97
502,North Platte,US,2020-10-30 16:21:20,41.12,-100.77,46.4,65,1,1.45
503,Altagracia De Orituco,VE,2020-10-30 16:21:20,9.86,-66.38,84.74,69,69,5.37
504,Bowen,AU,2020-10-30 16:21:20,-20.02,148.23,69.8,94,1,10.02
505,Cacapava Do Sul,BR,2020-10-30 16:19:55,-30.51,-53.49,65.39,49,0,8.21
506,Svolvaer,NO,2020-10-30 16:21:21,68.23,14.57,37.4,55,0,12.75
507,Nizhniy Kuranakh,RU,2020-10-30 16:21:21,58.84,125.49,7.05,93,94,0.65
508,Ugoofaaru,MV,2020-10-30 16:21:21,5.67,73.0,83.08,73,75,8.37
509,Lata,PT,2020-10-30 16:21:21,40.16,-8.33,75.99,54,0,5.12
510,Basco,PH,2020-10-30 16:21:21,20.45,121.97,78.62,79,55,33.76
511,Mahajanga,MG,2020-10-30 16:21:21,-15.72,46.32,86.0,58,20,6.93
512,Hattiesburg,US,2020-10-30 16:20:08,31.33,-89.29,53.01,76,90,10.29
513,Palauig,PH,2020-10-30 16:21:21,15.44,119.9,80.89,78,97,5.39
514,Paamiut,GL,2020-10-30 16:21:21,61.99,-49.67,25.97,84,95,6.78
515,Gladstone,AU,2020-10-30 16:21:22,-23.85,151.25,77.0,73,40,13.87
516,Port Lincoln,AU,2020-10-30 16:19:46,-34.73,135.87,57.29,83,99,13.96
517,Disna,BY,2020-10-30 16:21:22,55.57,28.2,48.49,91,100,4.52
518,Tazovskiy,RU,2020-10-30 16:21:22,67.47,78.7,10.87,96,99,14.25
519,Bobo Dioulasso,BF,2020-10-30 16:21:22,11.18,-4.3,93.2,32,20,9.17
520,Bandarbeyla,SO,2020-10-30 16:21:22,9.49,50.81,79.59,81,48,15.5
521,Deer Lake,CA,2020-10-30 16:21:22,49.17,-57.43,33.17,84,11,10.45
522,Murgab,TM,2020-10-30 16:21:22,37.5,61.97,53.6,30,0,6.93
523,Byron Bay,AU,2020-10-30 16:17:22,-28.65,153.62,73.4,83,75,13.87
524,Gazalkent,UZ,2020-10-30 16:21:23,41.56,69.77,44.6,42,0,6.93
525,Ziro,IN,2020-10-30 16:21:23,27.63,93.83,73.4,94,0,2.24
526,Gidole,ET,2020-10-30 16:21:23,5.65,37.37,59.99,98,100,2.86
527,Herrin,US,2020-10-30 16:19:59,37.8,-89.03,46.99,81,1,4.74
528,Acapulco,MX,2020-10-30 16:20:19,16.86,-99.89,82.4,74,5,1.97
529,Nishihara,JP,2020-10-30 16:21:23,26.18,127.76,71.6,64,20,10.29
530,Flin Flon,CA,2020-10-30 16:21:23,54.77,-101.86,19.45,94,85,4.97
531,Mauganj,IN,2020-10-30 16:21:23,24.68,81.88,72.73,30,2,4.14
532,Arak,IR,2020-10-30 16:21:23,34.09,49.69,49.53,46,0,0.31
533,Massaguet,TD,2020-10-30 16:21:23,12.48,15.44,96.8,18,0,8.05
534,Wanning,CN,2020-10-30 16:21:24,18.8,110.4,76.48,88,93,15.48
535,Manaus,BR,2020-10-30 16:17:52,-3.1,-60.02,84.2,74,75,5.82
536,Klyuchi,RU,2020-10-30 16:21:24,52.27,79.17,35.08,97,100,8.08
537,Beyneu,KZ,2020-10-30 16:21:24,45.32,55.2,49.3,50,100,22.35
538,Marsabit,KE,2020-10-30 16:21:24,2.33,37.99,70.14,71,54,15.23
539,Marsh Harbour,BS,2020-10-30 16:16:55,26.54,-77.06,82.8,73,12,8.14
540,Sioux Lookout,CA,2020-10-30 16:21:24,50.1,-91.92,27.37,92,0,7.16
541,Brae,GB,2020-10-30 16:21:24,60.4,-1.35,50.0,71,20,28.86
542,Takoradi,GH,2020-10-30 16:21:24,4.88,-1.76,82.45,70,47,5.66
543,Houma,US,2020-10-30 16:20:39,29.6,-90.72,55.0,76,90,9.17
544,Namie,JP,2020-10-30 16:21:24,37.48,141.0,52.0,63,0,3.0
545,Olinda,BR,2020-10-30 16:21:24,-8.01,-34.86,86.0,66,75,8.05
546,Marinette,US,2020-10-30 16:17:17,45.1,-87.63,32.0,77,90,11.41
547,Kaeo,NZ,2020-10-30 16:21:12,-35.1,173.78,64.0,95,100,4.0
548,Poronaysk,RU,2020-10-30 16:21:25,49.22,143.12,33.62,91,0,5.14
549,Avera,US,2020-10-30 16:21:25,33.19,-82.53,66.99,59,1,10.29
550,Caxias,PT,2020-10-30 16:21:25,38.7,-9.28,75.2,60,20,4.7
551,Daru,PG,2020-10-30 16:21:25,-9.08,143.21,78.48,88,67,9.28
552,Puerto Carreno,CO,2020-10-30 16:18:24,6.19,-67.49,90.19,60,99,6.17
553,Moranbah,AU,2020-10-30 16:21:25,-22.0,148.05,73.69,53,0,15.32
554,Geraldton,AU,2020-10-30 16:21:25,-28.77,114.6,69.8,83,40,9.17
555,Okhotsk,RU,2020-10-30 16:21:25,59.38,143.3,21.72,89,100,14.56
556,Altamira,BR,2020-10-30 16:21:25,-3.2,-52.21,87.8,66,75,8.05
557,Paracuru,BR,2020-10-30 16:21:25,-3.41,-39.03,82.0,71,26,21.0
558,Umea,SE,2020-10-30 16:21:26,63.83,20.26,37.4,88,90,8.05
559,High Level,CA,2020-10-30 16:21:26,58.52,-117.14,20.93,94,100,6.78
560,Xining,CN,2020-10-30 16:21:26,36.62,101.77,37.02,72,70,4.97
561,Adrar,MR,2020-10-30 16:20:37,20.5,-10.07,93.85,11,58,6.78
562,Naryan-Mar,RU,2020-10-30 16:21:26,67.67,53.09,39.83,90,100,20.49
563,Kuryk,KZ,2020-10-30 16:21:26,43.2,51.65,58.91,31,0,14.7
564,Kuching,MY,2020-10-30 16:21:26,1.55,110.33,78.8,94,40,1.12
565,Nantucket,US,2020-10-30 16:21:26,41.28,-70.1,45.0,93,90,27.51
566,Kapoeta,SS,2020-10-30 16:21:26,4.77,33.59,85.1,43,100,8.28
567,Severnyy-Kospashskiy,RU,2020-10-30 16:20:06,59.09,57.8,30.99,88,59,1.99
568,Norman Wells,CA,2020-10-30 16:21:26,65.28,-126.83,8.28,93,96,4.27
569,Iranshahr,IR,2020-10-30 16:21:26,27.2,60.68,77.0,9,0,6.93
570,Helsinki,FI,2020-10-30 16:21:27,60.17,24.94,46.99,100,40,1.12
571,Beloha,MG,2020-10-30 16:21:27,-25.17,45.05,73.26,57,0,16.67
572,Tanete,ID,2020-10-30 16:21:27,-3.94,119.78,76.82,84,62,1.59
573,Mananjary,MG,2020-10-30 16:21:27,-21.22,48.33,68.95,75,23,6.46
574,Arman,RU,2020-10-30 16:21:27,59.7,150.17,31.19,91,100,8.79
575,Songkhla,TH,2020-10-30 16:21:27,6.83,100.67,78.8,100,20,1.14
576,Kashi,CN,2020-10-30 16:21:27,39.45,75.98,41.0,27,5,8.95
577,Kawalu,ID,2020-10-30 16:21:27,-7.38,108.21,72.99,92,100,0.72
578,Shepetivka,UA,2020-10-30 16:21:27,50.19,27.06,44.83,82,77,5.99
